Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-04-08 03:04,74.62,86.33,252.36,100,98
2025-04-08 03:19,77.55,90.58,271.79,100,98
2025-04-08 03:34,65.59,61.83,361.31,99,100
2025-04-08 03:49,68.05,80.04,292.85,101,98
2025-04-08 04:04,63.74,76.19,357.59,101,98
2025-04-08 04:19,65.53,93.01,328.04,102,96
2025-04-08 04:34,70.84,90.74,276.5,101,97
2025-04-08 04:49,84.53,80.8,287.95,98,101
2025-04-08 05:04,84.09,64.51,345.6,97,104
2025-04-08 05:19,68.15,96.39,264.42,102,96
2025-04-08 05:34,87.31,72.44,276.42,97,103
2025-04-08 05:49,63.37,99.1,377.38,103,94
2025-04-08 06:04,86.44,70.73,349.53,97,103
2025-04-08 06:19,75.27,63.37,340.26,98,102
2025-04-08 06:34,72.57,69.5,330.33,99,101
2025-04-08 06:49,78.29,72.49,375.07,98,101
2025-04-08 07:04,74.89,90.98,328.17,101,98
2025-04-08 07:19,71.78,67.66,281.11,99,101
2025-04-08 07:34,68.98,81.88,374.33,101,98
2025-04-08 07:49,81.15,63.99,373.56,97,103
2025-04-08 08:04,77.56,82.53,253.87,99,100
2025-04-08 08:19,66.4,91.84,387.99,102,96
2025-04-08 08:34,68.69,87.7,365.14,101,97
2025-04-08 08:49,72.64,90.44,298.4,101,97
2025-04-08 09:04,60.71,94.08,355.9,103,95
2025-04-08 09:19,79.5,82.25,335.27,99,100
2025-04-08 09:34,88.17,80.21,380.28,98,102
2025-04-08 09:49,85.71,66.72,359.15,97,104
2025-04-08 10:04,65.08,85.62,310.02,102,97
2025-04-08 10:19,62.97,60.51,258.3,99,100
2025-04-08 10:34,61.22,87.09,333.77,102,96
2025-04-08 10:49,62.22,66.4,388.63,100,99
2025-04-08 11:04,85.4,76.42,328.62,98,102
2025-04-08 11:19,79.34,99.35,284.38,101,97
2025-04-08 11:34,67.94,74.71,253.1,100,99
2025-04-08 11:49,89.5,65.11,348.24,96,105
2025-04-08 12:04,63.97,89.34,388.28,102,96
2025-04-08 12:19,79.21,87.41,250.92,100,99
2025-04-08 12:34,82.41,77.8,319.27,98,101
2025-04-08 12:49,69.95,65.51,282.7,99,101
2025-04-08 13:04,80.86,77.66,275.69,98,101
2025-04-08 13:19,83.02,86.73,282.06,99,100
2025-04-08 13:34,89.37,83.75,385.78,98,102
2025-04-08 13:49,73.44,74.15,333.02,99,100
2025-04-08 14:04,63.37,78.96,292.56,101,97
2025-04-08 14:19,87.98,82.49,320.98,98,102
2025-04-08 14:34,68.89,91.33,298.15,102,97
2025-04-08 14:49,63.05,85.03,298.13,102,96
2025-04-08 15:04,71.31,69.97,311.99,99,100
2025-04-08 15:19,72.93,91.32,275.96,101,97
2025-04-08 15:34,72.98,61.36,281.33,98,102
2025-04-08 15:49,65.77,72.79,252.68,100,99
2025-04-08 16:04,76.6,86.04,370.13,100,99
2025-04-08 16:19,80.05,72.66,278.32,98,102
2025-04-08 16:34,79.81,75.2,349.46,98,101
2025-04-08 16:49,85.46,74.92,297.72,97,102
2025-04-08 17:04,82.98,66.15,279.44,97,103
2025-04-08 17:19,62.18,84.25,299.89,102,96
2025-04-08 17:34,66.74,69.89,387.69,100,99
2025-04-08 17:49,80.6,79.67,336.35,99,101
2025-04-08 18:04,64.91,76.03,252.8,101,98
2025-04-08 18:19,86.92,73.38,325.08,97,103
2025-04-08 18:34,78.95,74.5,270.63,98,101
2025-04-08 18:49,79.75,95.47,266.94,100,98
2025-04-08 19:04,87.55,74.06,280.98,97,103
2025-04-08 19:19,82.6,73.55,288.6,98,102
2025-04-08 19:34,75.72,86.79,385.9,100,99
2025-04-08 19:49,67.59,60.61,333.76,99,101
2025-04-08 20:04,67.85,65.59,363.86,99,100
2025-04-08 20:19,70.61,64.58,387.38,99,101
2025-04-08 20:34,75.67,62.71,318.08,98,102
2025-04-08 20:49,84.99,96.84,282.49,100,99
2025-04-08 21:04,78.28,87.35,316.41,100,99
2025-04-08 21:19,84.22,61.07,375.8,96,104
2025-04-08 21:34,64.5,74.56,319.27,101,98
2025-04-08 21:49,66.32,67.75,385.87,100,100
2025-04-08 22:04,62.63,91.9,364.17,103,95
2025-04-08 22:19,73.31,71.28,296.61,99,100
2025-04-08 22:34,88.74,81.39,368.59,98,102
2025-04-08 22:49,72.91,68.63,305.77,99,101
2025-04-08 23:04,87.01,78.74,367.76,98,102
2025-04-08 23:19,83.46,74.82,286.87,98,102
2025-04-08 23:34,66.15,83.95,280.79,101,97
2025-04-08 23:49,67.51,84.76,335.34,101,97
2025-04-09 00:04,82.65,65.43,262.8,97,103
2025-04-09 00:19,84.13,64.73,345.93,97,104
2025-04-09 00:34,79.96,69.71,298.51,98,102
2025-04-09 00:49,87.84,73.73,276.19,97,103
2025-04-09 01:04,64.32,81.78,332.15,101,97
2025-04-09 01:19,68.91,98.05,253.78,102,96
2025-04-09 01:34,76.76,72.21,374.74,98,101
2025-04-09 01:49,73.64,91.91,389.41,101,97
2025-04-09 02:04,67.85,60.1,368.31,99,101
2025-04-09 02:19,62.82,73.19,323.77,101,98
2025-04-09 02:34,64.7,65.45,369.92,100,100
2025-04-09 02:49,89.83,80.99,380.97,97,102
2025-04-09 03:04,82.54,66.11,366.12,97,103
2025-04-09 03:19,76.82,96.25,310.94,101,97
2025-04-09 03:34,62.07,75.81,353.03,101,98
2025-04-09 03:49,84.79,97.85,374.11,100,99
2025-04-09 04:04,89.14,66.19,268.86,96,104
2025-04-09 04:19,71.55,62.73,305.41,98,101
2025-04-09 04:34,85.84,68.34,315.81,97,103
2025-04-09 04:49,78.68,65.68,252.91,98,102
2025-04-09 05:04,81.5,80.21,370.68,99,101
2025-04-09 05:19,86.92,98.28,255.5,100,99
2025-04-09 05:34,65.8,90.47,306.96,102,96
2025-04-09 05:49,67.55,70.96,310.5,100,99
2025-04-09 06:04,68.07,62.26,358.22,99,101
2025-04-09 06:19,62.91,99.59,283.83,103,94
2025-04-09 06:34,62.16,92.35,264.79,103,95
2025-04-09 06:49,87.07,88.92,304.71,99,101
2025-04-09 07:04,77.32,67.23,296.5,98,102
2025-04-09 07:19,73.74,96.35,282.46,101,97
2025-04-09 07:34,89.48,72.76,291.93,97,103
2025-04-09 07:49,88.7,88.05,275.08,98,101
2025-04-09 08:04,82.08,64.33,389.69,97,103
2025-04-09 08:19,82.94,60.32,252.77,96,104
2025-04-09 08:34,69.49,92.19,290.27,102,97
2025-04-09 08:49,74.59,86.9,252.35,100,98
2025-04-09 09:04,80.03,91.31,342.41,100,99
2025-04-09 09:19,85.64,94.5,304.7,99,99
2025-04-09 09:34,87.24,72.11,347.17,97,103
2025-04-09 09:49,69.23,63.32,270.05,99,101
2025-04-09 10:04,89.91,99.98,373.35,99,99
2025-04-09 10:19,87.04,63.54,358.81,96,104
2025-04-09 10:34,61.21,81.75,299.52,102,96
2025-04-09 10:49,73.75,72.11,273.64,99,100
2025-04-09 11:04,74.41,66.28,259.64,98,101
2025-04-09 11:19,68.61,61.57,287.94,99,101
2025-04-09 11:34,88.81,81.96,272.14,98,102
2025-04-09 11:49,67.59,66.4,317.72,99,100
2025-04-09 12:04,80.24,62.48,329.29,97,103
2025-04-09 12:19,61.34,66.71,250.68,100,99
2025-04-09 12:34,81.87,64.36,259.84,97,103
2025-04-09 12:49,63.47,90.77,315.03,102,96
2025-04-09 13:04,70.38,95.89,378.24,102,96
2025-04-09 13:19,81.77,91.51,389.14,100,99
2025-04-09 13:34,83.09,66.63,350.6,97,103
2025-04-09 13:49,74.32,95.07,253.74,101,97
2025-04-09 14:04,87.62,86.08,263.45,98,101
2025-04-09 14:19,69.81,71.32,363.19,99,100
2025-04-09 14:34,67.61,81.78,327.36,101,98
2025-04-09 14:49,65.16,62.83,388.79,99,100
2025-04-09 15:04,85.48,63.11,382.81,96,104
2025-04-09 15:19,76.36,84.45,336.41,100,99
2025-04-09 15:34,67.55,83.49,360.91,101,97
2025-04-09 15:49,85.86,68.12,298.43,97,103
2025-04-09 16:04,76.15,96.39,385.87,101,97
2025-04-09 16:19,77.3,93.06,283.44,100,98
2025-04-09 16:34,81.47,70.34,338.59,98,102
2025-04-09 16:49,81.41,73.35,289.69,98,102
2025-04-09 17:04,70.24,86.04,264.77,101,98
2025-04-09 17:19,82.31,95.87,314.22,100,99
2025-04-09 17:34,69.97,97.76,338.47,102,96
2025-04-09 17:49,75.54,64.34,376.07,98,102
2025-04-09 18:04,85.5,93.74,385.64,99,100
2025-04-09 18:19,87.93,65.79,252.12,96,104
2025-04-09 18:34,61.29,66.42,389.99,100,99
2025-04-09 18:49,85.96,60.36,373.6,96,105
2025-04-09 19:04,61.56,65.53,354.05,100,99
2025-04-09 19:19,79.08,97.31,269.89,101,98
2025-04-09 19:34,82.73,99.75,327.89,100,98
2025-04-09 19:49,60.67,61.67,377.06,100,99
2025-04-09 20:04,81.27,65.52,375.27,97,103
2025-04-09 20:19,62.4,84.98,366.3,102,96
2025-04-09 20:34,61.12,89.55,283.03,103,95
2025-04-09 20:49,75.13,65.19,357.02,98,102
2025-04-09 21:04,80.25,74.68,265.45,98,101
2025-04-09 21:19,72.75,77.48,306.41,100,99
2025-04-09 21:34,60.19,99.85,348.29,104,94
2025-04-09 21:49,75.76,69.17,307.49,98,101
2025-04-09 22:04,89.85,89.1,310.61,98,101
2025-04-09 22:19,72.63,92.93,329.86,101,97
2025-04-09 22:34,71.88,64.74,359.19,98,101
2025-04-09 22:49,70.09,95.2,267.33,102,96
2025-04-09 23:04,67.26,81.43,354.02,101,98
2025-04-09 23:19,73.05,90.9,333.67,101,97
2025-04-09 23:34,71.82,85.6,293.8,101,98
2025-04-09 23:49,87.06,92.18,256.38,99,100
2025-04-10 00:04,79.0,98.69,321.52,101,97
2025-04-10 00:19,85.91,67.64,263.36,97,104
2025-04-10 00:34,83.41,93.74,262.63,100,99
2025-04-10 00:49,64.96,80.2,374.81,101,97
2025-04-10 01:04,62.64,88.15,308.67,102,96
2025-04-10 01:19,73.27,64.58,281.97,98,101
2025-04-10 01:34,64.05,66.33,276.75,100,99
2025-04-10 01:49,69.52,80.49,375.3,100,98
2025-04-10 02:04,87.19,67.32,317.52,96,104
2025-04-10 02:19,75.77,73.07,256.22,99,101
2025-04-10 02:34,89.65,77.2,351.56,97,103
2025-04-10 02:49,61.56,62.41,333.0,100,99
2025-04-10 03:04,61.86,97.89,369.39,103,94
2025-04-10 03:19,84.79,84.08,351.96,98,101
2025-04-10 03:34,72.38,79.68,301.88,100,99
2025-04-10 03:49,77.04,99.37,287.34,101,97
2025-04-10 04:04,89.51,84.41,330.47,98,102
2025-04-10 04:19,64.42,88.34,334.23,102,96
2025-04-10 04:34,66.85,98.94,367.1,103,95
2025-04-10 04:49,62.72,73.02,258.43,101,98
2025-04-10 05:04,80.92,76.31,269.6,98,101
2025-04-10 05:19,86.04,74.21,288.41,97,103
2025-04-10 05:34,81.11,85.16,261.26,99,100
2025-04-10 05:49,66.87,99.98,352.62,103,95
2025-04-10 06:04,84.08,76.22,343.09,98,102
2025-04-10 06:19,66.38,60.36,268.7,99,101
2025-04-10 06:34,65.74,73.22,297.55,100,99
2025-04-10 06:49,79.52,88.94,299.74,100,99
2025-04-10 07:04,69.48,75.79,263.34,100,99
2025-04-10 07:19,67.94,80.61,347.17,101,98
2025-04-10 07:34,80.48,95.47,284.99,100,98
2025-04-10 07:49,68.85,81.55,377.8,101,98
2025-04-10 08:04,73.6,93.1,306.34,101,97
2025-04-10 08:19,83.81,94.8,369.52,100,99
2025-04-10 08:34,65.28,84.36,299.5,101,97
2025-04-10 08:49,60.2,86.5,256.51,102,96
2025-04-10 09:04,79.73,64.65,332.17,97,103
2025-04-10 09:19,65.63,88.19,368.55,102,96
2025-04-10 09:34,80.21,71.63,368.0,98,102
2025-04-10 09:49,61.44,99.34,257.33,103,94
2025-04-10 10:04,88.81,81.71,329.69,98,102
2025-04-10 10:19,88.72,91.02,388.86,99,101
2025-04-10 10:34,66.59,71.89,252.01,100,99
2025-04-10 10:49,72.84,73.52,333.01,99,100
2025-04-10 11:04,70.81,74.12,270.22,100,100
2025-04-10 11:19,84.93,60.49,323.34,96,104
2025-04-10 11:34,85.33,60.07,279.29,96,105
2025-04-10 11:49,79.3,71.75,275.88,98,102
2025-04-10 12:04,87.46,64.21,261.52,96,104
2025-04-10 12:19,68.68,72.89,351.38,100,99
2025-04-10 12:34,86.32,60.22,382.52,96,105
2025-04-10 12:49,85.55,60.39,262.63,96,105
2025-04-10 13:04,69.99,89.88,301.28,101,97
2025-04-10 13:19,70.64,81.86,332.89,100,98
2025-04-10 13:34,87.84,72.43,315.02,97,103
2025-04-10 13:49,69.14,95.69,281.9,102,96
2025-04-10 14:04,66.88,91.87,317.09,102,96
2025-04-10 14:19,79.25,79.88,377.97,99,100
2025-04-10 14:34,82.25,80.3,335.83,98,101
2025-04-10 14:49,80.87,77.59,369.99,98,101
2025-04-10 15:04,77.19,92.28,350.97,100,98
2025-04-10 15:19,66.04,73.94,388.81,100,99
2025-04-10 15:34,74.46,68.32,340.82,98,101
2025-04-10 15:49,82.72,79.72,367.53,98,101
2025-04-10 16:04,89.27,75.73,290.52,97,103
2025-04-10 16:19,67.57,63.21,350.66,99,101
2025-04-10 16:34,76.02,66.41,352.18,98,102
2025-04-10 16:49,65.06,70.18,358.85,100,99
2025-04-10 17:04,69.27,95.86,262.52,102,96
2025-04-10 17:19,61.69,67.64,379.42,100,99
2025-04-10 17:34,72.0,84.8,326.5,100,98
2025-04-10 17:49,62.68,88.27,366.38,102,96
2025-04-10 18:04,69.35,92.28,270.75,102,97
2025-04-10 18:19,72.87,90.34,253.61,101,98
2025-04-10 18:34,85.1,74.32,365.97,97,102
2025-04-10 18:49,84.0,71.68,330.76,97,103
2025-04-10 19:04,68.76,82.81,350.11,101,98
2025-04-10 19:19,84.39,98.34,353.33,100,99
2025-04-10 19:34,63.94,99.19,272.9,103,94
2025-04-10 19:49,69.72,61.1,309.32,98,101
2025-04-10 20:04,68.37,62.82,291.0,99,101
2025-04-10 20:19,67.02,61.52,329.42,99,101
2025-04-10 20:34,63.76,91.7,371.38,102,95
2025-04-10 20:49,83.77,79.04,356.03,98,101
2025-04-10 21:04,74.2,95.66,253.42,101,97
2025-04-10 21:19,82.0,65.06,355.23,97,103
2025-04-10 21:34,79.6,71.63,263.77,98,102
2025-04-10 21:49,71.59,94.37,373.88,101,97
2025-04-10 22:04,66.67,74.18,269.63,100,99
2025-04-10 22:19,67.88,77.12,277.89,100,99
2025-04-10 22:34,61.45,82.27,299.96,102,96
2025-04-10 22:49,68.42,99.37,298.76,102,95
2025-04-10 23:04,89.92,62.55,308.56,96,105
2025-04-10 23:19,81.48,99.25,270.1,100,98
2025-04-10 23:34,74.91,69.85,294.86,98,101
2025-04-10 23:49,68.42,88.26,284.21,101,97
2025-04-11 00:04,89.29,85.29,284.37,98,102
2025-04-11 00:19,87.07,75.81,271.5,97,103
2025-04-11 00:34,73.88,89.99,340.26,101,98
2025-04-11 00:49,88.77,66.58,388.46,96,104
2025-04-11 01:04,76.96,84.54,295.61,100,99
2025-04-11 01:19,65.62,83.21,366.25,101,97
2025-04-11 01:34,87.12,80.83,296.69,98,102
2025-04-11 01:49,65.35,70.59,269.19,100,99
2025-04-11 02:04,68.75,96.0,300.16,102,96
2025-04-11 02:19,74.66,87.53,311.15,100,98
2025-04-11 02:34,67.18,92.26,347.43,102,96
2025-04-11 02:49,78.42,99.76,276.9,101,97
2025-04-11 03:04,66.51,84.73,363.24,101,97
2025-04-11 03:19,70.91,76.54,318.27,100,99
2025-04-11 03:34,79.26,99.1,296.72,101,97
2025-04-11 03:49,78.53,73.76,261.99,98,101
2025-04-11 04:04,71.91,88.47,281.13,101,98
2025-04-11 04:19,87.83,95.97,373.03,99,100
2025-04-11 04:34,60.14,97.6,275.65,103,94
2025-04-11 04:49,61.17,69.39,289.08,101,98
2025-04-11 05:04,78.53,90.1,333.34,100,99
2025-04-11 05:19,86.3,99.91,322.19,100,99
2025-04-11 05:34,65.67,92.31,349.3,102,96
2025-04-11 05:49,65.94,70.71,267.74,100,99
2025-04-11 06:04,87.51,64.35,266.86,96,104
2025-04-11 06:19,76.53,79.69,374.69,99,100
2025-04-11 06:34,84.47,61.69,367.05,96,104
2025-04-11 06:49,75.73,84.46,356.66,100,99
2025-04-11 07:04,72.8,81.55,275.71,100,99
2025-04-11 07:19,76.63,68.88,363.09,98,101
2025-04-11 07:34,67.74,76.09,341.17,100,99
2025-04-11 07:49,69.02,60.88,365.22,98,101
2025-04-11 08:04,75.95,96.14,325.32,101,97
2025-04-11 08:19,70.62,65.11,338.47,99,101
2025-04-11 08:34,74.73,64.31,342.97,98,102
2025-04-11 08:49,78.13,94.34,327.27,100,98
2025-04-11 09:04,78.09,62.37,341.1,97,103
2025-04-11 09:19,63.41,73.9,334.76,101,98
2025-04-11 09:34,83.99,64.23,272.33,97,104
2025-04-11 09:49,79.77,75.3,344.15,98,101
2025-04-11 10:04,69.2,74.38,378.95,100,99
2025-04-11 10:19,67.84,67.72,325.93,99,100
2025-04-11 10:34,81.84,90.83,352.76,100,99
2025-04-11 10:49,88.35,80.18,292.96,98,102
2025-04-11 11:04,63.17,93.36,366.1,103,95
2025-04-11 11:19,77.07,93.44,254.3,101,98
2025-04-11 11:34,79.4,60.57,288.28,97,103
2025-04-11 11:49,73.07,75.65,298.33,99,100
2025-04-11 12:04,60.1,72.07,335.17,101,98
2025-04-11 12:19,71.57,98.58,348.19,102,96
2025-04-11 12:34,77.84,77.85,370.59,99,100
2025-04-11 12:49,81.69,84.05,306.59,99,100
2025-04-11 13:04,86.43,60.35,269.12,96,105
2025-04-11 13:19,77.8,85.25,376.7,100,99
2025-04-11 13:34,67.79,66.86,263.47,99,100
2025-04-11 13:49,65.29,68.03,367.95,100,99
2025-04-11 14:04,62.65,72.28,294.05,101,98
2025-04-11 14:19,85.61,84.0,370.2,98,101
2025-04-11 14:34,84.73,82.56,323.76,98,101
2025-04-11 14:49,87.59,89.71,363.76,99,101
2025-04-11 15:04,83.75,93.36,259.05,100,99
2025-04-11 15:19,77.95,76.96,361.55,99,101
2025-04-11 15:34,82.56,68.67,254.35,97,103
2025-04-11 15:49,75.25,80.06,350.96,99,100
2025-04-11 16:04,89.11,76.75,355.9,97,103
2025-04-11 16:19,88.67,97.9,307.89,99,100
2025-04-11 16:34,61.06,82.21,297.38,102,96
2025-04-11 16:49,74.44,82.19,332.1,100,99
2025-04-11 17:04,82.69,78.7,272.42,98,101
2025-04-11 17:19,68.99,60.06,308.18,98,101
2025-04-11 17:34,61.41,67.9,338.94,100,99
2025-04-11 17:49,67.54,99.95,263.7,103,95
2025-04-11 18:04,73.17,71.16,292.23,99,100
2025-04-11 18:19,80.77,99.04,386.21,101,98
2025-04-11 18:34,74.6,66.63,327.23,98,101
2025-04-11 18:49,82.16,87.74,377.44,99,100
2025-04-11 19:04,75.61,65.09,308.43,98,102
2025-04-11 19:19,86.65,94.01,317.47,99,100
2025-04-11 19:34,85.76,64.08,261.35,96,104
2025-04-11 19:49,83.1,74.61,255.14,98,102
2025-04-11 20:04,80.43,81.09,302.49,99,100
2025-04-11 20:19,85.77,64.23,364.67,96,104
2025-04-11 20:34,67.53,84.77,350.78,101,97
2025-04-11 20:49,60.04,79.08,360.62,102,97
2025-04-11 21:04,85.13,62.85,265.67,96,104
2025-04-11 21:19,76.61,85.55,379.0,100,99
2025-04-11 21:34,75.72,69.91,323.37,98,101
2025-04-11 21:49,76.62,84.01,389.47,100,99
2025-04-11 22:04,85.49,73.82,346.58,97,103
2025-04-11 22:19,85.45,93.07,305.55,99,100
2025-04-11 22:34,87.95,94.62,283.37,99,100
2025-04-11 22:49,68.02,93.13,388.09,102,96
2025-04-11 23:04,83.14,61.23,257.5,96,104
2025-04-11 23:19,61.13,78.37,332.75,101,97
2025-04-11 23:34,69.88,98.21,318.85,102,96
2025-04-11 23:49,86.18,91.26,303.25,99,100
2025-04-12 00:04,66.03,63.39,334.53,99,100
2025-04-12 00:19,82.98,64.51,273.42,97,103
2025-04-12 00:34,80.73,72.61,304.87,98,102
2025-04-12 00:49,87.05,80.61,378.71,98,102
2025-04-12 01:04,67.96,79.33,272.46,100,98
2025-04-12 01:19,77.96,83.32,318.77,99,100
2025-04-12 01:34,74.46,80.5,284.47,100,99
2025-04-12 01:49,71.87,68.34,275.53,99,101
2025-04-12 02:04,66.51,87.94,368.71,102,97
2025-04-12 02:19,83.57,99.93,386.44,100,98
2025-04-12 02:34,79.08,99.12,335.63,101,97
2025-04-12 02:49,80.46,84.39,277.97,99,100
2025-04-12 03:04,70.18,70.91,340.56,99,100
2025-04-12 03:19,85.88,91.85,353.03,99,100
2025-04-12 03:34,60.34,95.31,294.91,103,94
2025-04-12 03:49,65.13,92.96,360.19,102,96
2025-04-12 04:04,65.7,66.18,380.47,100,100
2025-04-12 04:19,73.56,80.24,298.01,100,99
2025-04-12 04:34,79.89,66.62,293.9,97,102
2025-04-12 04:49,61.63,74.0,379.75,101,98
2025-04-12 05:04,73.91,86.21,267.24,100,98
2025-04-12 05:19,84.24,65.57,388.92,97,104
2025-04-12 05:34,89.39,91.62,354.22,99,101
2025-04-12 05:49,64.96,77.11,371.78,101,98
2025-04-12 06:04,87.16,91.86,385.22,99,100
2025-04-12 06:19,83.85,79.99,290.93,98,101
2025-04-12 06:34,68.47,64.06,371.72,99,101
2025-04-12 06:49,83.79,95.0,270.25,100,99
2025-04-12 07:04,85.79,92.81,292.92,99,100
2025-04-12 07:19,78.96,81.23,313.21,99,100
2025-04-12 07:34,84.62,82.36,318.08,98,101
2025-04-12 07:49,80.25,97.43,280.86,100,98
2025-04-12 08:04,64.34,72.09,311.87,100,99
2025-04-12 08:19,63.44,87.03,376.54,102,96
2025-04-12 08:34,61.85,84.48,260.97,102,96
2025-04-12 08:49,63.11,95.45,275.35,103,95
2025-04-12 09:04,68.81,61.76,276.83,99,101
2025-04-12 09:19,70.79,73.52,362.43,99,100
2025-04-12 09:34,73.86,65.77,278.22,98,101
2025-04-12 09:49,86.64,63.72,386.12,96,104
2025-04-12 10:04,62.58,95.99,288.54,103,95
2025-04-12 10:19,73.13,82.07,356.18,100,99
2025-04-12 10:34,64.79,64.8,303.95,100,100
2025-04-12 10:49,62.44,66.68,362.87,100,99
2025-04-12 11:04,60.01,96.28,292.83,103,94
2025-04-12 11:19,85.03,87.89,357.93,99,100
2025-04-12 11:34,88.25,88.48,345.48,98,101
2025-04-12 11:49,61.77,72.74,342.38,101,98
2025-04-12 12:04,73.33,99.69,269.87,102,96
2025-04-12 12:19,86.15,78.35,382.01,98,102
2025-04-12 12:34,63.59,99.29,352.73,103,94
2025-04-12 12:49,67.3,67.04,382.71,99,100
2025-04-12 13:04,63.49,62.25,384.94,99,100
2025-04-12 13:19,60.83,99.23,381.81,104,94
2025-04-12 13:34,64.03,63.38,261.13,99,100
2025-04-12 13:49,64.03,83.64,286.25,102,97
2025-04-12 14:04,81.13,80.13,313.87,99,101
2025-04-12 14:19,74.65,67.0,333.22,98,101
2025-04-12 14:34,73.64,81.06,386.18,100,99
2025-04-12 14:49,78.59,77.23,368.27,99,101
2025-04-12 15:04,65.65,86.67,293.73,102,97
2025-04-12 15:19,85.82,88.28,346.37,99,100
2025-04-12 15:34,80.65,92.92,286.17,100,99
2025-04-12 15:49,76.27,72.54,338.15,99,101
2025-04-12 16:04,78.81,63.9,329.58,97,103
2025-04-12 16:19,65.03,84.91,251.3,101,97
2025-04-12 16:34,74.16,99.07,300.56,102,96
2025-04-12 16:49,69.25,69.02,323.21,99,100
2025-04-12 17:04,79.35,62.2,371.51,97,103
2025-04-12 17:19,69.72,93.16,358.48,102,96
2025-04-12 17:34,80.69,71.07,267.14,98,102
2025-04-12 17:49,75.88,77.81,301.28,99,100
2025-04-12 18:04,77.69,93.38,348.84,100,98
2025-04-12 18:19,82.68,66.5,260.77,97,103
2025-04-12 18:34,76.41,80.46,286.71,99,100
2025-04-12 18:49,73.71,95.09,383.18,101,97
2025-04-12 19:04,86.37,97.85,300.29,100,99
2025-04-12 19:19,77.82,78.59,343.71,99,100
2025-04-12 19:34,88.14,77.61,296.4,97,102
2025-04-12 19:49,86.81,64.91,310.92,96,104
2025-04-12 20:04,76.6,62.72,360.84,98,102
2025-04-12 20:19,66.71,91.43,373.32,102,96
2025-04-12 20:34,65.66,75.96,339.27,100,98
2025-04-12 20:49,77.84,96.0,384.97,101,98
2025-04-12 21:04,88.72,91.87,353.57,99,100
2025-04-12 21:19,60.65,69.02,297.93,101,98
2025-04-12 21:34,74.75,94.92,372.0,101,97
2025-04-12 21:49,70.51,79.53,297.52,100,99
2025-04-12 22:04,65.91,70.33,259.05,100,99
2025-04-12 22:19,75.26,96.54,343.76,101,97
2025-04-12 22:34,67.5,66.54,357.02,99,100
2025-04-12 22:49,77.18,83.81,359.54,100,99
2025-04-12 23:04,80.29,93.7,385.18,100,99
2025-04-12 23:19,65.35,65.59,279.8,100,100
2025-04-12 23:34,64.81,80.47,272.68,101,97
2025-04-12 23:49,62.96,61.47,253.27,99,100
2025-04-13 00:04,82.81,90.56,301.86,99,99
2025-04-13 00:19,66.89,65.6,295.67,99,100
2025-04-13 00:34,83.56,73.68,278.26,98,102
2025-04-13 00:49,75.32,98.06,298.98,101,97
2025-04-13 01:04,80.51,76.59,250.31,98,101
2025-04-13 01:19,67.29,94.19,307.08,102,96
2025-04-13 01:34,85.14,92.77,357.43,99,100
2025-04-13 01:49,77.52,82.66,384.42,99,100
2025-04-13 02:04,86.43,89.11,254.28,99,100
2025-04-13 02:19,72.13,86.34,368.98,101,98
2025-04-13 02:34,84.55,89.86,385.5,99,100
2025-04-13 02:49,85.96,63.61,258.22,96,104
2025-04-13 03:04,85.95,97.89,251.04,100,99
2025-04-13 03:19,71.62,99.4,388.2,102,96
2025-04-13 03:34,79.86,93.03,312.29,100,99
2025-04-13 03:49,77.94,81.23,379.82,99,100
2025-04-13 04:04,87.06,68.24,314.79,97,104
2025-04-13 04:19,65.54,98.48,290.2,103,95
2025-04-13 04:34,65.68,96.06,351.44,103,95
2025-04-13 04:49,80.52,93.97,312.02,100,99
2025-04-13 05:04,64.0,99.34,326.5,103,94
2025-04-13 05:19,60.27,82.53,302.32,102,96
2025-04-13 05:34,64.46,84.12,306.47,101,97
2025-04-13 05:49,70.67,65.83,252.46,99,101
2025-04-13 06:04,76.48,66.28,310.74,98,102
2025-04-13 06:19,86.63,99.2,382.63,100,99
2025-04-13 06:34,73.73,70.12,290.39,99,101
2025-04-13 06:49,68.99,71.92,289.29,100,100
2025-04-13 07:04,83.22,92.87,266.88,100,99
2025-04-13 07:19,63.13,72.23,359.85,101,98
2025-04-13 07:34,86.93,73.34,293.68,97,103
2025-04-13 07:49,76.74,66.4,344.99,98,102
2025-04-13 08:04,61.62,74.3,327.94,101,98
2025-04-13 08:19,72.89,76.52,373.25,99,100
2025-04-13 08:34,72.85,87.94,385.03,101,98
2025-04-13 08:49,79.27,99.84,369.04,101,97
2025-04-13 09:04,62.85,62.11,291.68,100,100
2025-04-13 09:19,73.12,66.28,368.41,98,101
2025-04-13 09:34,73.89,87.83,358.3,100,98
2025-04-13 09:49,78.26,79.09,362.86,99,100
2025-04-13 10:04,69.85,68.32,261.83,99,100
2025-04-13 10:19,69.82,65.59,267.64,99,101
2025-04-13 10:34,61.33,80.26,341.57,102,97
2025-04-13 10:49,86.4,91.48,360.82,99,100
2025-04-13 11:04,84.83,99.86,264.98,100,98
2025-04-13 11:19,69.34,90.1,282.17,101,97
2025-04-13 11:34,74.79,73.7,270.0,99,100
2025-04-13 11:49,72.76,80.63,313.33,100,99
